sepal_length,sepal_width,petal_length,petal_width,species
-0.9155094885405356,0.8181615169424388,-1.300695671733846,-1.3357000122338663,0
-1.0365345738062353,1.0535230492135514,-1.4147781680016716,-1.2033008876226874,0
-1.6416600001347363,-1.7708153380397984,-1.4147781680016716,-1.2033008876226874,0
-1.7626850854004361,0.3474384524002145,-1.4147781680016716,-1.3357000122338663,0
-1.0365345738062353,1.0535230492135514,-1.2436544235999334,-0.8061035137891507,0
-0.9155094885405356,1.7596076460268884,-1.0725306791981954,-1.0709017630115085,0
-1.278584744337636,-0.12328461214201085,-1.357736919867759,-1.2033008876226874,0
-0.9155094885405356,1.7596076460268884,-1.2436544235999334,-1.3357000122338663,0
-1.5206349148690366,0.3474384524002145,-1.357736919867759,-1.3357000122338663,0
-0.6734593180091349,1.5242461137557768,-1.300695671733846,-1.3357000122338663,0
-1.0365345738062353,0.5827999846713261,-1.357736919867759,-1.3357000122338663,0
1.383967131507769,0.3474384524002145,0.5246242685513601,0.25308948310028034,1
0.6578166199135681,0.3474384524002145,0.41054177228353467,0.3854886077114594,1
1.2629420462420693,0.11207692012910182,0.6387067648191856,0.3854886077114594,1
-0.4314091474777343,-1.7708153380397984,0.1253355316139712,0.12069035848910163,1
0.7788417051792679,-0.5940076766842362,0.46758302041744715,0.3854886077114594,1
-0.1893589769463336,-0.5940076766842362,0.41054177228353467,0.12069035848910163,1
0.5367915346478672,0.5827999846713261,0.5246242685513601,0.5178877323226384,1
-1.157559659071935,-1.5354538057686857,-0.2739532053234177,-0.2765070153444351,1
0.8998667904449676,-0.35864614441312354,0.46758302041744715,0.12069035848910163,1
-0.7944844032748347,-0.8293692089553478,0.06829428348005845,0.25308948310028034,1
-1.0365345738062353,-2.3592191687175794,-0.15987070905559225,-0.2765070153444351,1
0.052691193585067034,-0.12328461214201085,0.23941802788179667,0.3854886077114594,1
0.17371627885076682,-2.00617687031091,0.1253355316139712,-0.2765070153444351,1
0.2947413641164666,-0.35864614441312354,0.5246242685513601,0.25308948310028034,1
-0.31038406221203446,-0.35864614441312354,-0.10282946092167952,0.12069035848910163,1
1.0208918757106686,0.11207692012910182,0.35350052414962213,0.25308948310028034,1
-0.31038406221203446,-0.12328461214201085,0.41054177228353467,0.3854886077114594,1
-0.06833389168063382,-0.8293692089553478,0.1823767797478837,-0.2765070153444351,1
0.41576644938216745,-2.00617687031091,0.41054177228353467,0.3854886077114594,1
-0.31038406221203446,-1.300092273497573,0.06829428348005845,-0.14410789073325608,1
0.052691193585067034,0.3474384524002145,0.5816655166852727,0.7826859815449961,1
0.2947413641164666,-0.5940076766842362,0.1253355316139712,0.12069035848910163,1
0.5367915346478672,-1.300092273497573,0.6387067648191856,0.3854886077114594,1
0.2947413641164666,-0.5940076766842362,0.5246242685513601,-0.011708766122077382,1
0.6578166199135681,-0.35864614441312354,0.29645927601570915,0.12069035848910163,1
0.8998667904449676,-0.12328461214201085,0.35350052414962213,0.25308948310028034,1
1.1419169609763684,-0.5940076766842362,0.5816655166852727,0.25308948310028034,1
1.0208918757106686,-0.12328461214201085,0.6957480129530981,0.650286856933817,1
0.17371627885076682,-0.35864614441312354,0.41054177228353467,0.3854886077114594,1
-0.1893589769463336,-1.0647307412264604,-0.15987070905559225,-0.2765070153444351,1
-0.4314091474777343,-1.5354538057686857,0.01125303534614571,-0.14410789073325608,1
-0.4314091474777343,-1.5354538057686857,-0.04578821278776678,-0.2765070153444351,1
-0.06833389168063382,-0.8293692089553478,0.06829428348005845,-0.011708766122077382,1
0.17371627885076682,-0.8293692089553478,0.7527892610870106,0.5178877323226384,1
-0.5524342327434341,-0.12328461214201085,0.41054177228353467,0.3854886077114594,1
0.17371627885076682,0.8181615169424388,0.41054177228353467,0.5178877323226384,1
1.0208918757106686,0.11207692012910182,0.5246242685513601,0.3854886077114594,1
0.5367915346478672,-1.7708153380397984,0.35350052414962213,0.12069035848910163,1
-0.31038406221203446,-0.12328461214201085,0.1823767797478837,0.12069035848910163,1
-0.4314091474777343,-1.300092273497573,0.1253355316139712,0.12069035848910163,1
-0.4314091474777343,-1.0647307412264604,0.35350052414962213,-0.011708766122077382,1
0.2947413641164666,-0.12328461214201085,0.46758302041744715,0.25308948310028034,1
-0.06833389168063382,-1.0647307412264604,0.1253355316139712,-0.011708766122077382,1
-1.0365345738062353,-1.7708153380397984,-0.2739532053234177,-0.2765070153444351,1
-0.31038406221203446,-0.8293692089553478,0.23941802788179667,0.12069035848910163,1
-0.1893589769463336,-0.12328461214201085,0.23941802788179667,-0.011708766122077382,1
-0.1893589769463336,-0.35864614441312354,0.23941802788179667,0.12069035848910163,1
0.41576644938216745,-0.35864614441312354,0.29645927601570915,0.12069035848910163,1
-0.9155094885405356,-1.300092273497573,-0.4450769497251557,-0.14410789073325608,1
-0.1893589769463336,-0.5940076766842362,0.1823767797478837,0.12069035848910163,1
0.5367915346478672,0.5827999846713261,1.266160494292225,1.7094798538232483,2
-0.06833389168063382,-0.8293692089553478,0.7527892610870106,0.9150851061561748,2
1.5049922167734688,-0.12328461214201085,1.2091192461583125,1.1798833553785328,2
0.5367915346478672,-0.35864614441312354,1.037995501756574,0.7826859815449961,2
0.7788417051792679,-0.12328461214201085,1.1520779980243996,1.312282479989712,2
2.1101176431019697,-0.12328461214201085,1.608407983095701,1.1798833553785328,2
-1.157559659071935,-1.300092273497573,0.41054177228353467,0.650286856933817,2
1.7470423873048695,-0.35864614441312354,1.437284238693963,0.7826859815449961,2
1.0208918757106686,-1.300092273497573,1.1520779980243996,0.7826859815449961,2
1.6260173020391697,1.2888845814846641,1.3232017424261375,1.7094798538232483,2
0.7788417051792679,0.3474384524002145,0.7527892610870106,1.0474842307673538,2
0.6578166199135681,-0.8293692089553478,0.866871757354836,0.9150851061561748,2
1.1419169609763684,-0.12328461214201085,0.9809542536226615,1.1798833553785328,2
-0.1893589769463336,-1.300092273497573,0.6957480129530981,1.0474842307673538,2
-0.06833389168063382,-0.5940076766842362,0.7527892610870106,1.5770807292120692,2
0.6578166199135681,0.3474384524002145,0.866871757354836,1.4446816046008903,2
0.7788417051792679,-0.12328461214201085,0.9809542536226615,0.7826859815449961,2
2.231142728367671,1.7596076460268884,1.6654492312296139,1.312282479989712,2
2.231142728367671,-1.0647307412264604,1.7795317274974394,1.4446816046008903,2
0.17371627885076682,-2.00617687031091,0.6957480129530981,0.3854886077114594,2
1.2629420462420693,0.3474384524002145,1.095036749890487,1.4446816046008903,2
-0.31038406221203446,-0.5940076766842362,0.6387067648191856,1.0474842307673538,2
2.231142728367671,-0.5940076766842362,1.6654492312296139,1.0474842307673538,2
0.5367915346478672,-0.8293692089553478,0.6387067648191856,0.7826859815449961,2
1.0208918757106686,0.5827999846713261,1.095036749890487,1.1798833553785328,2
1.6260173020391697,0.3474384524002145,1.266160494292225,0.7826859815449961,2
0.41576644938216745,-0.5940076766842362,0.5816655166852727,0.7826859815449961,2
0.2947413641164666,-0.12328461214201085,0.6387067648191856,0.7826859815449961,2
0.6578166199135681,-0.5940076766842362,1.037995501756574,1.1798833553785328,2
1.6260173020391697,-0.12328461214201085,1.1520779980243996,0.5178877323226384,2
1.8680674725705704,-0.5940076766842362,1.3232017424261375,0.9150851061561748,2
2.4731928988990712,1.7596076460268884,1.494325486827876,1.0474842307673538,2
0.6578166199135681,-0.5940076766842362,1.037995501756574,1.312282479989712,2
0.5367915346478672,-0.5940076766842362,0.7527892610870106,0.3854886077114594,2
0.2947413641164666,-1.0647307412264604,1.037995501756574,0.25308948310028034,2
2.231142728367671,-0.12328461214201085,1.3232017424261375,1.4446816046008903,2
0.5367915346478672,0.8181615169424388,1.037995501756574,1.5770807292120692,2
0.6578166199135681,0.11207692012910182,0.9809542536226615,0.7826859815449961,2
0.17371627885076682,-0.12328461214201085,0.5816655166852727,0.7826859815449961,2
1.2629420462420693,0.11207692012910182,0.9239130054887491,1.1798833553785328,2
1.0208918757106686,0.11207692012910182,1.037995501756574,1.5770807292120692,2
1.2629420462420693,0.11207692012910182,0.7527892610870106,1.4446816046008903,2
1.1419169609763684,0.3474384524002145,1.2091192461583125,1.4446816046008903,2
1.0208918757106686,0.5827999846713261,1.095036749890487,1.7094798538232483,2
1.0208918757106686,-0.12328461214201085,0.8098305092209236,1.4446816046008903,2
0.5367915346478672,-1.300092273497573,0.6957480129530981,0.9150851061561748,2
0.7788417051792679,-0.12328461214201085,0.8098305092209236,1.0474842307673538,2
0.41576644938216745,0.8181615169424388,0.9239130054887491,1.4446816046008903,2
0.052691193585067034,-0.12328461214201085,0.7527892610870106,0.7826859815449961,2
